Date,Ticker,Open,High,Low,Close,Volume
2023-12-11,AAPL,191.9575100014726,192.33524699521988,190.27759358324766,192.02708435058594,60943700
2023-12-12,AAPL,191.92769665062553,193.5579084922386,190.5758125501861,193.5479736328125,52696900
2023-12-13,AAPL,193.925682544677,196.8183190559037,193.68712459255818,196.778564453125,70404200
2023-12-14,AAPL,196.83821410318075,198.4286561477334,194.9893140401918,196.92767333984375,66831600
2023-12-15,AAPL,196.3511298862745,197.2159328291742,195.82429416614897,196.39089965820312,128256700
2023-12-18,AAPL,194.91972010314345,195.45650584640038,193.22986883323685,194.72091674804688,55751900
2023-12-19,AAPL,194.98930475456203,195.77458329630363,194.72091188963017,195.7646484375,40714100
2023-12-20,AAPL,195.72488988877126,196.50023361616374,193.66725158691406,193.66725158691406,52242800
2023-12-21,AAPL,194.92966611931476,195.90381315665195,192.34517705306277,193.51812744140625,46482500
2023-12-22,AAPL,194.01513711760236,194.24377537319003,191.81833513340536,192.444580078125,37122800
2023-12-26,AAPL,192.45452839560733,192.73285613100865,191.67918468017166,191.8978729248047,28919300
2023-12-27,AAPL,191.34121910492223,192.34518593287333,189.94956524818429,191.9972686767578,48087700
2023-12-28,AAPL,192.98136861854135,193.4982694967864,192.01715638138543,192.42471313476562,34049900
2023-12-29,AAPL,192.7427697089948,193.23978563415233,190.58572241393787,191.38095092773438,42628800
2024-01-02,AAPL,186.03305662356883,187.3153662175252,182.79251821875232,184.53207397460938,82488700
2024-01-03,AAPL,183.1205556229884,184.77065219734183,182.3352619375341,183.15037536621094,58414500
2024-01-04,AAPL,181.06289876138527,181.99729114451387,179.80048920928164,180.8243408203125,71983600
2024-01-05,AAPL,180.90388776119542,181.66928147459845,179.09474225448028,180.0987091064453,62303300
2024-01-08,AAPL,181.0032684531674,184.49233019548157,180.41679326133186,184.4525604248047,59144500
2024-01-09,AAPL,182.82234457021028,184.04499955584959,181.63944418662982,184.03506469726562,42841800
2024-01-10,AAPL,183.24979649333252,185.2875498615879,182.82235486658107,185.0788116455078,46792900
2024-01-11,AAPL,185.42671870400414,185.93368472067908,182.52414714521402,184.48239135742188,49128400
2024-01-12,AAPL,184.9495734055796,185.6255229866903,184.08477050382692,184.81040954589844,40444700
2024-01-16,AAPL,181.07285998444632,183.16031793652851,179.85018978995151,182.53408813476562,65603000
2024-01-17,AAPL,180.18817865322478,181.83826018866833,179.2239664331644,181.58975219726562,47317400
2024-01-18,AAPL,184.979392426226,188.01119275141858,184.72094959289208,187.50424194335938,78005800
2024-01-19,AAPL,188.20007624137466,190.8044351704297,187.693125392904,190.41676330566406,68741000
2024-01-22,AAPL,191.15234200232317,194.16425751836653,191.11257223144145,192.73284912109375,60133900
2024-01-23,AAPL,193.8561183903394,194.58175747905844,192.67321792314553,194.01515197753906,42355600
2024-01-24,AAPL,194.25372573180164,195.20800309667513,193.1801693842155,193.33921813964844,53631300
2024-01-25,AAPL,194.0549212884663,195.0986578845498,191.95751323703675,193.0111846923828,54822100
2024-01-26,AAPL,193.11058683739938,193.59765277461963,190.79449062577763,191.27162170410156,44594000
2024-01-29,AAPL,190.8640821459055,191.05295065599338,188.44859162482356,190.58575439453125,47145600
2024-01-30,AAPL,189.80047228297695,190.6553404086777,186.35118003362723,186.9177703857422,55859400
2024-01-31,AAPL,185.92371249893742,185.98336715144941,183.24977953529768,183.29946899414062,55467800
2024-02-01,AAPL,182.8919601744576,185.83428651369454,182.7229765480854,185.7448272705078,64885400
2024-02-02,AAPL,178.78657309445222,186.21199239128737,178.1802130458578,184.74082946777344,102518000
2024-02-05,AAPL,187.02711752504118,188.12055880845503,184.73090599759692,186.55992126464844,69668800
2024-02-06,AAPL,185.74480203892318,188.180177168222,185.65534280788862,188.1702423095703,43490800
2024-02-07,AAPL,189.5022417883465,189.9097985097057,187.48435823433906,188.2795867919922,53439000
2024-02-08,AAPL,188.25971226684047,188.40881099372643,186.23189374257132,187.19610595703125,40962000
2024-02-09,AAPL,187.76342165910924,189.09713578895716,187.1164824488784,187.96249389648438,45155200
2024-02-12,AAPL,187.53449778464588,187.78332288230948,185.91215328801408,186.2704620361328,41781900
2024-02-13,AAPL,184.89692922859723,185.334863762688,182.64754097387214,184.17034912109375,56529500
2024-02-14,AAPL,184.44906062504626,184.65806518525375,181.58259087415234,183.2845458984375,54630500
2024-02-15,AAPL,182.6873699867257,183.6229546827019,180.49771240148527,182.99591064453125,65434500
2024-02-16,AAPL,182.5579852711476,183.98127264473297,180.816209688257,181.4532012939453,49701400
2024-02-20,AAPL,180.93564089848354,181.5726325042779,179.15405998428736,180.70672607421875,53665600
2024-02-21,AAPL,181.08496152111414,182.03049388623003,179.81097819372195,181.4631805419922,41529700
2024-02-22,AAPL,182.6177232415446,184.09077884972692,181.60252771208349,183.5035400390625,52292200
2024-02-23,AAPL,184.14053516377416,184.17039296301746,181.3736010619765,181.66224670410156,45119700
2024-02-26,AAPL,181.38353517321784,181.90108040317875,179.8009961275691,180.30860900878906,40867400
2024-02-27,AAPL,180.24890489042258,183.05564406470424,178.71613380047907,181.77171325683594,54318900
2024-02-28,AAPL,181.65227187035535,182.25940572629614,179.28346722817705,180.56739807128906,48953900
2024-02-29,AAPL,180.41810366151438,181.71199718953457,178.6862755375109,179.90054321289062,136682600
2024-03-01,AAPL,178.7061901764464,179.6815803178056,176.54639012704013,178.815673828125,73488000
2024-03-04,AAPL,175.3221528407019,176.0686281128373,172.9732433768994,174.277099609375,81510100
2024-03-05,AAPL,169.95748724050745,171.2314705105848,168.82284541599856,169.32049560546875,95132400
2024-03-06,AAPL,170.256065044738,170.43522699407845,167.88724549652,168.32518005371094,68587700
2024-03-07,AAPL,168.35503848083317,169.92761476617306,167.6981518296525,168.20574951171875,71765100
2024-03-08,AAPL,168.20576217934803,172.8836708711805,168.14604658720506,169.92762756347656,76114600
2024-03-11,AAPL,172.12723509594798,173.56046994775534,171.24141844268888,171.93812561035156,60139500
2024-03-12,AAPL,172.3362371923594,173.2121062975323,170.20629520329734,172.41586303710938,59825400
2024-03-13,AAPL,171.9580519129805,172.37607625258147,169.95748841772314,170.3257598876953,52488700
2024-03-14,AAPL,172.0973773021251,173.49079163745046,171.24141844268888,172.18695068359375,72913500
2024-03-15,AAPL,170.3655638276482,171.80874633789062,169.48969463541124,171.80874633789062,121664700
2024-03-18,AAPL,174.7448914522954,176.87483361469177,172.70452267737835,172.90357971191406,75604200
2024-03-19,AAPL,173.52065910891577,175.77999515234478,172.2168180823409,175.2524871826172,55215200
2024-03-20,AAPL,174.89417408943874,177.83030700683594,174.2671300256647,177.83030700683594,53423100
2024-03-21,AAPL,176.2179350177799,176.65586961417029,170.03711298613993,170.5646209716797,106181300
2024-03-22,AAPL,170.95279171103329,172.23673773536032,169.26078406375387,171.47035217285156,71106600
2024-03-25,AAPL,169.76839047714014,171.13194711675717,168.65364374159117,170.0470733642578,54288300
2024-03-26,AAPL,169.20106023000122,170.61438491064948,168.78303590364706,168.9124298095703,57388400
2024-03-27,AAPL,169.609133760084,172.78414425918754,169.31054062211945,172.49549865722656,60273300
2024-03-28,AAPL,170.94283813483634,171.4205780589011,169.70866021166748,170.67410278320312,65672700
2023-10-02,GOOGL,130.58569349746125,133.78041142165446,130.5458753180762,133.53160095214844,22288000
2023-10-03,GOOGL,133.3026905762113,133.62116005886995,131.21267669893393,131.79986572265625,22989400
2023-10-04,GOOGL,132.15815718510046,134.9249434701971,131.8993997738575,134.5965118408203,26752300
2023-10-05,GOOGL,134.42730712890625,134.8453068312004,132.81500520727624,134.42730712890625,19832600
2023-10-06,GOOGL,133.37234873185216,137.50261133155155,133.37234873185216,136.9253692626953,27583200
2023-10-09,GOOGL,136.28839909393267,138.2788824686098,134.9647258274304,137.7613525390625,19278100
2023-10-10,GOOGL,137.8410002873595,139.05519659503832,136.6765691108844,137.40309143066406,27786600
2023-10-11,GOOGL,137.920628289257,140.43858915374793,137.920628289257,139.88125610351562,25884300
2023-10-12,GOOGL,140.37886647431526,140.5480557670691,137.6021331987685,138.3087615966797,24765500
2023-10-13,GOOGL,138.71679820107695,139.33384321860913,135.9699212870382,136.70640563964844,23420500
2023-10-16,GOOGL,137.51254293878173,138.96560249289772,137.3334067233584,138.43812561035156,28501900
2023-10-17,GOOGL,137.97038107958892,139.23432728179327,136.5272682632598,139.05519104003906,23515800
2023-10-18,GOOGL,138.78645883619868,140.050420109336,136.72631631294968,137.30355834960938,23375000
2023-10-19,GOOGL,137.84099006998994,138.9954742091233,136.72632410734244,137.0945587158203,26066000
2023-10-20,GOOGL,136.67656764747252,137.21399157463526,134.43727344295388,134.95480346679688,26315200
2023-10-23,GOOGL,134.39743479587233,137.00497842129087,133.31262496891244,135.85049438476562,26317900
2023-10-24,GOOGL,137.1741880982919,138.69690693710234,136.7661352888889,138.14952087402344,44814300
2023-10-25,GOOGL,127.55019106624778,127.69947125982357,124.4748899960184,125.01232147216797,84366200
2023-10-26,GOOGL,122.68345314790562,123.73841461751326,120.69296955110403,121.69816589355469,57061100
2023-10-27,GOOGL,122.2953048209552,122.72325908177865,119.63801114223584,121.58868408203125,44566500
2023-10-30,GOOGL,122.6237455580271,124.80332760609076,122.16593522517718,123.8677978515625,28940100
2023-10-31,GOOGL,124.46494151125496,124.77347164354663,122.10622322082405,123.48960876464844,26292300
2023-11-01,GOOGL,123.47964730512324,125.88813058968375,123.13131420084254,125.84832000732422,30082400
2023-11-02,GOOGL,127.80895226837836,128.36628525589762,126.32604408767605,126.88337707519531,27124600
2023-11-03,GOOGL,127.41086997739491,128.91367975208917,127.25162763160075,128.48573303222656,26380100
2023-11-06,GOOGL,128.43596185853923,129.7198171439132,128.0577651016171,129.6302490234375,19052700
2023-11-07,GOOGL,130.088074849574,131.28236208699965,129.2620222539232,130.34683227539062,29757300
2023-11-08,GOOGL,130.34683664218386,131.58094210104002,130.15773824590406,131.2126922607422,26425800
2023-11-09,GOOGL,131.33210198045876,131.9192909413078,129.45109576679184,129.6202850341797,23747800
2023-11-10,GOOGL,129.48096408570086,132.16811390496133,128.79424481480643,131.9591064453125,26913300
2023-11-13,GOOGL,131.15296428561638,131.95910772056664,130.62548734210117,131.46148681640625,18324800
2023-11-14,GOOGL,133.55150228019363,135.0543119616439,132.68564675621332,132.9842071533203,32395200
2023-11-15,GOOGL,134.2282568614201,134.38749919428832,132.93445466887385,133.9794464111328,23861500
2023-11-16,GOOGL,134.54674656195866,136.5670862789989,133.6808910221372,136.27845764160156,28013200
2023-11-17,GOOGL,135.35287216177045,135.41258423440544,133.01404807567832,134.66615295410156,37240600
2023-11-20,GOOGL,133.05388316485448,136.0097526255653,132.98420894713303,135.60169982910156,27815500
2023-11-21,GOOGL,135.6414955150459,136.52726009180356,135.31307909148632,136.31826782226562,22635300
2023-11-22,GOOGL,136.81588856208788,138.75660699373168,136.81588856208788,137.83103942871094,17813900
2023-11-24,GOOGL,137.3732168512701,137.4727471002464,135.3429303733346,136.0395965576172,12514300
2023-11-27,GOOGL,135.3827437999076,137.76137114648046,135.35288776014943,135.7609405517578,23436500
2023-11-28,GOOGL,135.43249901776102,136.59693004167585,134.77563581877808,136.5471649169922,18730000
2023-11-29,GOOGL,136.91541225652824,137.63197233173457,134.19839139618142,134.34768676757812,23967200
2023-11-30,GOOGL,134.40739692400365,134.90501778252556,130.6553313986171,131.89938354492188,38988300
2023-12-01,GOOGL,131.23257446289062,131.48138489413483,130.04823438037886,131.23257446289062,31431200
2023-12-04,GOOGL,129.26200531072064,129.41128550101195,127.29142327486284,128.6549072265625,36669900
2023-12-05,GOOGL,128.33642794624606,131.51125173964408,127.63976171874135,130.36672973632812,27384800
2023-12-06,GOOGL,130.8145935589201,131.21268423164344,129.26201867463922,129.40135192871094,23576200
2023-12-07,GOOGL,134.39745117448874,137.90070669775926,134.05907259412004,136.27845764160156,56767100
2023-12-08,GOOGL,133.56143729563297,135.7509660671318,133.39224802366363,134.34768676757812,32233900
2023-12-11,GOOGL,131.75010329817715,132.70552684181484,130.73495249515162,132.65576171875,31138000
2023-12-12,GOOGL,131.18282170000637,132.3671618941117,130.63543566245536,131.8894500732422,29032800
2023-12-13,GOOGL,132.74535238978922,132.86477654283303,130.94396721251857,131.939208984375,30104800
2023-12-14,GOOGL,132.74536075457883,133.0837393336483,129.0729159552244,131.3122100830078,38722400
2023-12-15,GOOGL,130.99372252410018,132.87472894259986,130.5558136967356,131.9690704345703,50815200
2023-12-18,GOOGL,131.9989393388128,136.49742183645682,131.79987880793016,135.1538543701172,32258000
2023-12-19,GOOGL,136.18888474941207,136.81589194521072,135.43250644576105,135.99978637695312,25476800
2023-12-20,GOOGL,138.30873930396123,141.02574487397254,137.4130278546512,137.68173217773438,49107200
2023-12-21,GOOGL,138.82627876474274,140.02056584118617,138.51774106231403,139.75184631347656,27488300
2023-12-22,GOOGL,140.10018194492363,141.3143780648777,140.0404698711855,140.81675720214844,26514600
2023-12-26,GOOGL,140.91627767898768,142.00108755674717,140.51818704797742,140.84661865234375,16780300
2023-12-27,GOOGL,140.91626822874798,141.4039421272873,139.22436038114222,139.7020721435547,19628600
2023-12-28,GOOGL,140.11014545033115,140.46843312127822,139.08504756687975,139.56275939941406,16045700
2023-12-29,GOOGL,138.9656175115826,139.6921397740678,138.11965590639036,139.02532958984375,18727200
2024-01-02,GOOGL,137.89075472780192,138.78646627528045,135.83059690794266,137.51255798339844,23711200
2024-01-03,GOOGL,136.59693546241698,138.96561577846637,136.42774618072553,138.2589874267578,24212100
2024-01-04,GOOGL,137.76136746127565,138.49785185670754,135.7012248421468,135.74102783203125,27137700
2024-01-05,GOOGL,136.09931838527314,136.50737117465926,134.50692540464604,135.08416748046875,22506000
2024-01-08,GOOGL,135.6414974529206,138.3485563481057,135.61164141398862,138.1793670654297,21404000
2024-01-09,GOOGL,137.84100303562764,140.81678178118554,137.49266229644218,140.2793426513672,24759600
2024-01-10,GOOGL,140.32908858441377,142.31957211043382,140.23952047042707,141.60299682617188,21320200
2024-01-11,GOOGL,142.80724039792497,144.52900432776065,139.97079541096244,141.40394592285156,24008700
2024-01-12,GOOGL,141.9911462708172,142.51862321173218,141.14519984962567,141.9712371826172,18768600
2024-01-16,GOOGL,141.3243377622621,143.66316210251998,140.77695172665017,141.81201171875,22670500
2024-01-17,GOOGL,140.67743558387372,141.16509435045725,138.2390810062168,140.79685974121094,20968600
2024-01-18,GOOGL,141.37409852484444,143.5238244240393,141.3143864475642,142.7972869873047,25746400
2024-01-19,GOOGL,144.05130622298188,145.75316122771846,143.69301856100813,145.68350219726562,33300700
2024-01-22,GOOGL,146.40008345019257,147.68393876565145,145.14606898940627,145.2953643798828,32200400
2024-01-23,GOOGL,145.19582529685954,146.479680534306,144.80768160310274,146.34034729003906,21636100
2024-01-24,GOOGL,147.83320457288815,149.1369840368619,147.39531095421805,147.99244689941406,25233500
2024-01-25,GOOGL,149.35593119114108,152.32174724438246,148.82843911184986,151.14735412597656,29149100
2024-01-26,GOOGL,150.38102577143502,151.81416105186207,150.2914424776346,151.46583557128906,26115500
2024-01-29,GOOGL,151.33645876754892,153.04827580027492,150.70945160260163,152.77955627441406,27784300
2024-01-30,GOOGL,152.07293911887135,152.88902943924788,150.47059932888845,150.73931884765625,36331800
2024-01-31,GOOGL,142.93662027544656,143.314817013255,139.20446358239303,139.43338012695312,71910000
2024-02-01,GOOGL,141.44376595073413,142.37929571349378,140.12009247642374,140.48834228515625,40466500
2024-02-02,GOOGL,138.59738014242862,141.94139350047044,135.85051799289596,141.70254516601562,62470600
2024-02-05,GOOGL,142.14044450127528,144.7778292586984,142.10062632407735,142.996337890625,38505400
2024-02-06,GOOGL,143.9617232693515,144.6683516438696,142.5086787155993,143.4143524169922,29128200
2024-02-07,GOOGL,144.0712161723984,144.92712483877034,143.24516354900098,144.84750366210938,25208900
2024-02-08,GOOGL,145.1361228470937,145.6337437790856,144.40960053851757,145.2157440185547,22563800
2024-02-09,GOOGL,145.98206257663242,148.72893971350393,145.4844416676264,148.29103088378906,26829500
2024-02-12,GOOGL,147.7137981136562,148.6294188215734,146.6687911016663,146.82803344726562,21564100
2024-02-13,GOOGL,144.23043219737744,145.97210525516456,143.00628910032142,144.4493865966797,27837700
2024-02-14,GOOGL,145.38492345402256,145.82283227426896,143.40438681197526,145.24559020996094,22704200
2024-02-15,GOOGL,142.45890230948538,142.83709903093674,139.79166173091048,142.09066772460938,37590700
2024-02-16,GOOGL,142.30962780983683,142.5086731289085,139.47318265796596,139.85137939453125,31451100
2024-02-20,GOOGL,138.99547233345777,141.40395564806843,138.82628305113792,140.44851684570312,25144700
2024-02-21,GOOGL,140.7769473233704,142.01105260267784,140.0106068974836,141.87171936035156,23315700
2024-02-22,GOOGL,144.2403879015234,144.31006211743158,142.1205331777144,143.40438842773438,27191900
2024-02-23,GOOGL,142.98639577127176,143.99158457980388,142.7475322585676,143.2750244140625,19493800
2024-02-26,GOOGL,141.46366762210727,141.76224319676408,136.73626911295864,136.91542053222656,53641800
2024-02-27,GOOGL,137.36326874512392,138.58741182907696,136.4376860332201,138.21917724609375,33099200
2024-02-28,GOOGL,137.24382024744057,137.35329743861095,134.76567820777544,135.73106384277344,37328600
2024-02-29,GOOGL,136.62678482870294,138.19926859997335,135.75096723807542,137.80117797851562,42133000
2024-03-01,GOOGL,137.7713124913028,138.20922130484942,136.26850286861733,136.48745727539062,31119500
2024-03-04,GOOGL,135.01450600221577,135.01450600221577,131.28234925858652,132.7154998779297,55999400
2024-03-05,GOOGL,131.2524924723796,132.60602191781157,130.04824322136915,132.03872680664062,40194800
2024-03-06,GOOGL,132.4865821068133,132.94440001172532,130.22739417958527,130.77476501464844,35318600
2024-03-07,GOOGL,132.1581545511722,134.29793357515936,130.98377649333827,133.7406005859375,37738200
2024-03-08,GOOGL,133.57139899877532,137.43292657686754,133.36239155397143,134.76568603515625,39343100
2024-03-11,GOOGL,135.48227264684192,138.43814204162481,135.48227264684192,137.0149383544922,32437800
2024-03-12,GOOGL,136.37796641355683,138.71679043976945,136.37796641355683,137.84097290039062,27563400
2024-03-13,GOOGL,138.33861305579995,140.4186648160553,138.3286661046211,139.12484741210938,23347200
2024-03-14,GOOGL,140.5181976030222,142.90677194087021,139.79167531307277,142.4191131591797,42753400
2024-03-15,GOOGL,141.8219663022628,142.49872348366935,139.36371767146207,140.50823974609375,49460600
2024-03-18,GOOGL,147.90287764978802,151.4260267765602,146.4697270944285,146.977294921875,69273700
2024-03-19,GOOGL,147.45501126110597,148.08200319420968,145.38490674004535,146.33038330078125,24070400
2024-03-20,GOOGL,147.29577274930563,148.15168122543136,146.04177366454698,148.03225708007812,21311500
2024-03-21,GOOGL,148.75878705056255,149.65449855989905,146.20100843853635,146.89768981933594,24755600
2024-03-22,GOOGL,148.41045420254932,150.85875574292584,148.2711209562635,150.0526123046875,29175700
2024-03-25,GOOGL,149.22655548099812,149.6644642956251,147.11664775908744,149.35594177246094,19229300
2024-03-26,GOOGL,149.505223453737,151.53551003081748,149.26635995623974,149.9530792236328,22149100
2024-03-27,GOOGL,150.46063737451573,150.91845525200065,148.19148744617945,150.15211486816406,22879200
2024-03-28,GOOGL,150.13223178829975,150.70945866916398,149.45545946665504,150.2118377685547,24485400
2023-10-02,MSFT,312.66960950158256,318.21558609786393,311.58216015238867,318.1265869140625,20570000
2023-10-03,MSFT,317.167696875075,317.72133220387497,307.65751446392886,309.8126525878906,21033500
2023-10-04,MSFT,310.44528440709587,316.38668872589204,310.4156280697813,315.3190002441406,20720100
2023-10-05,MSFT,315.4475704614621,316.32742555484276,311.3053970760903,315.7144775390625,16965600
2023-10-06,MSFT,312.93649686639475,325.4322228400408,312.6893506739022,323.5242614746094,25645500
2023-10-09,MSFT,321.0429514638944,326.529585679886,319.49086590519653,326.0550842285156,19891200
2023-10-10,MSFT,327.1820280328287,327.32044439073553,323.92960565259705,324.6413879394531,20557100
2023-10-11,MSFT,327.42918731045415,329.020824643838,325.3828395521265,328.6253967285156,20063200
2023-10-12,MSFT,326.7964993042076,329.82156651499986,324.9676113079431,327.3797607421875,19313100
2023-10-13,MSFT,328.58583561463803,330.01926553838706,322.63453553932317,323.9889221191406,21072400
2023-10-16,MSFT,327.2710189684246,332.3029426566613,326.82617386510276,328.8428955078125,22158000
2023-10-17,MSFT,325.8277251039162,329.65354421009977,323.67261705395947,328.26953125,18338500
2023-10-18,MSFT,328.6945726494821,331.759191769858,324.55239964479256,326.34173583984375,23153600
2023-10-19,MSFT,328.35844548463956,333.0344625947889,327.1326099487148,327.5379333496094,25052100
2023-10-20,MSFT,327.9333816774439,328.13111072358873,321.73496526369917,322.9410400390625,25012600
2023-10-23,MSFT,321.7547029032871,328.93183835802176,320.6870445710428,325.5607604980469,24374700
2023-10-24,MSFT,327.5181269130942,328.0519711439017,323.86038131335783,326.7569274902344,31153600
2023-10-25,MSFT,341.08150860571766,342.24806157017446,333.765987296064,336.78118896484375,55053800
2023-10-26,MSFT,336.6527185001531,337.7302724471152,323.20795749855927,324.1471252441406,37828500
2023-10-27,MSFT,326.65805321881913,332.87625977257466,324.6512273737684,326.0451354980469,29856500
2023-10-30,MSFT,329.60405903742685,335.5751196269722,328.0420781717034,333.45953369140625,22828100
2023-10-31,MSFT,334.98200058976215,335.1302822914459,330.8694837708354,334.25042724609375,20265300
2023-11-01,MSFT,335.9112561909914,343.45416345864317,335.7728398301243,342.11956787109375,28158800
2023-11-02,MSFT,343.27618356893754,344.84802981392585,340.834377854448,344.3438720703125,24348100
2023-11-03,MSFT,345.6389081595281,350.3445814577073,343.3651450199177,348.772705078125,23624000
2023-11-06,MSFT,349.41534633116447,353.45865496757824,349.3164818069367,352.4601745605469,23828300
2023-11-07,MSFT,355.29738405424604,358.3224512391216,353.5475997552972,356.41448974609375,25833900
2023-11-08,MSFT,357.55134788937477,359.7163510431648,356.43424222372255,359.05401611328125,26767800
2023-11-09,MSFT,358.1643000917095,360.6258970276353,356.2464429567003,356.57269287109375,24847300
2023-11-10,MSFT,357.36351801413326,365.8752490282028,356.9483292832311,365.4501647949219,28042100
2023-11-13,MSFT,364.0167223614231,364.2638685791425,361.7231982203745,362.4942932128906,19986500
2023-11-14,MSFT,366.77487775321134,367.70414993309754,363.15665355329156,366.0433044433594,27683900
2023-11-15,MSFT,367.78673199342217,369.6193319212851,363.65595302337914,366.19189453125,26860100
2023-11-16,MSFT,367.4697650343208,372.8090670130161,366.6971049772861,372.6307678222656,27182300
2023-11-17,MSFT,370.0948424049753,370.84770155077825,363.5470476915022,366.3702392578125,40157000
2023-11-20,MSFT,367.7273146646205,375.3053322916461,367.5093833628424,373.8887939453125,52465100
2023-11-21,MSFT,372.13544944909,372.680262575537,367.6282408658245,369.5599060058594,28423100
2023-11-22,MSFT,374.44353505087355,376.2167020543969,371.4420444315091,374.2949523925781,23345300
2023-11-24,MSFT,373.7798105540461,374.4138035112927,371.61044336899096,373.8788757324219,10176600
2023-11-27,MSFT,373.2350519605767,377.0587507454245,372.6605222107563,375.0478210449219,22179200
